algorithm,playlist,time
SMS-EMOA,1000295,1654996
SMS-EMOA,1004788,5526602
NSGA-II,1021758,2514360
m-ACO,1010749,481082
NOOP,1025304,8509
m-ACO,1006335,421973
NSGA-II,1004483,2587288
NSGA-II,1004322,2663957
NOOP,1043276,8178
SMS-EMOA,1006440,5856510
SMS-EMOA,1007103,5819299
m-ACO,1006245,376091
NOOP,1005004,7556
m-ACO,1006629,287816
SMS-EMOA,1004967,4636164
NOOP,1012443,5089
NSGA-II,1012004,2562431
NOOP,1018739,8366
SMS-EMOA,1039400,3892636
SMS-EMOA,1038143,4031720
NOOP,1001322,10415
m-ACO,1001321,4455035
m-ACO,1000646,8523261
m-ACO,1011732,592674
NSGA-II,1002256,3224717
NSGA-II,1003715,2219718
SMS-EMOA,1004403,5667664
NOOP,1008811,5982
NOOP,1008804,5198
SMS-EMOA,1006924,5936451
SMS-EMOA,1024027,7904821
NOOP,1006858,4313
NOOP,1003077,4956
NSGA-II,1004708,2573754
m-ACO,1009564,3468301
NSGA-II,1001756,3205284
NSGA-II,1002893,3299703
NSGA-II,1015957,2599940
SMS-EMOA,1003034,4716839
SMS-EMOA,1002577,4435741
NSGA-II,1040432,6866130
m-ACO,1009078,3253676
SMS-EMOA,1007288,10967704
NOOP,1002086,5579
m-ACO,1009414,542707
SMS-EMOA,1003795,3290270
SMS-EMOA,1000850,1553720
NOOP,1002093,8497
SMS-EMOA,1012725,5447914
NOOP,1013903,8573
NSGA-II,1028430,2725211
SMS-EMOA,1012084,4694944
NSGA-II,1006361,3901689
NOOP,1009145,8651
NSGA-II,1006134,7116148
SMS-EMOA,1013792,7185179
NSGA-II,1002429,3367371
m-ACO,1044802,470027
NSGA-II,1002388,3271055
SMS-EMOA,1012570,5222387
SMS-EMOA,1047815,5606102
NSGA-II,1013338,2685528
SMS-EMOA,1002083,1365903
NOOP,1007119,6709
NSGA-II,1041324,2080053
SMS-EMOA,1003261,4585926
SMS-EMOA,1002722,4414189
NSGA-II,1013499,2700652
m-ACO,1043966,334038
NOOP,1002936,5327
NOOP,1001736,4674
NSGA-II,1000040,1541679
NSGA-II,1001503,3467280
SMS-EMOA,1008804,5823539
NOOP,1001723,7693
SMS-EMOA,1043446,6022668
NSGA-II,1003824,2181664
SMS-EMOA,1015147,5730008
m-ACO,1006790,415630
NOOP,1005410,5683
m-ACO,1001298,3393144
NSGA-II,1046713,2051738
m-ACO,1008044,4994873
SMS-EMOA,1005315,6488031
m-ACO,1010780,6435108
m-ACO,1044972,469957
SMS-EMOA,1001608,1599052
SMS-EMOA,1005838,5508314
NOOP,1000171,8279
NSGA-II,1031858,4557943
NOOP,1013610,8031
SMS-EMOA,1023387,7446173
m-ACO,1033891,404036
NOOP,1003489,3856
NSGA-II,1029145,4838975
NOOP,1004257,7048
SMS-EMOA,1008488,5327449
NSGA-II,1018270,2878224
NSGA-II,1006357,3889921
NSGA-II,1013815,2583037
SMS-EMOA,1004435,5675429
NSGA-II,1010071,2723266
SMS-EMOA,1000689,1156706
SMS-EMOA,1004394,5742169
NOOP,1002478,4858
NOOP,1011319,2750
m-ACO,1043733,243413
NSGA-II,1000582,1015386
NOOP,1001180,4302
NSGA-II,1030455,4555848
SMS-EMOA,1011198,4460072
NSGA-II,1000223,896439
NSGA-II,1001760,3203869
NOOP,1001195,13521
NSGA-II,1000076,1509597
NSGA-II,1001535,3282492
NSGA-II,1005028,2541365
m-ACO,1045377,470382
NSGA-II,1003812,2155525
NSGA-II,1001294,1175968
NOOP,1001830,7301
m-ACO,1005190,397896
SMS-EMOA,1024244,4715535
SMS-EMOA,1005482,5077382
NSGA-II,1014739,2097715
m-ACO,1038313,412237
NSGA-II,1046725,2078529
m-ACO,1013180,484918
SMS-EMOA,1005323,5777237
NSGA-II,1010585,2715537
NSGA-II,1007441,2804093
NSGA-II,1006102,7243970
m-ACO,1012597,493088
NOOP,1006503,5715
NOOP,1006516,65669
NSGA-II,1029310,4588032
NSGA-II,1036774,3499825
NSGA-II,1005966,5947215
m-ACO,1006982,325482
NSGA-II,1000938,1151615
SMS-EMOA,1013005,4735471
NOOP,1011144,78080
m-ACO,1002184,1923570
NOOP,1002630,3137
NOOP,1020039,9427
m-ACO,1011899,458428
SMS-EMOA,1006209,4239286
NOOP,1013204,8797
NSGA-II,1004141,2145048
m-ACO,1017908,234710
SMS-EMOA,1042519,6171436
NSGA-II,1007925,3012481
SMS-EMOA,1014018,4765071
NOOP,1004643,5850
m-ACO,1013562,427594
NOOP,1003088,6309
m-ACO,1035947,448906
m-ACO,1000813,1495458
NOOP,1028016,9233
SMS-EMOA,1048371,5092225
m-ACO,1011967,480695
NSGA-II,1015650,2237781
NSGA-II,1025787,5172778
NSGA-II,1026842,4955025
m-ACO,1004479,471079
SMS-EMOA,1049193,5579722
NOOP,1000570,3931
SMS-EMOA,1005709,6166861
m-ACO,1005572,450454
NOOP,1045917,8207
SMS-EMOA,1000757,1416170
m-ACO,1004165,4290569
NSGA-II,1006528,4257641
NSGA-II,1002035,3259612
SMS-EMOA,1011908,4902506
NSGA-II,1003576,2151388
m-ACO,1036155,328895
NOOP,1001594,4677
NSGA-II,1001851,3211951
SMS-EMOA,1038320,3556397
m-ACO,1004509,414116
m-ACO,1027021,413705
NOOP,1001581,8092
SMS-EMOA,1024881,5099081
SMS-EMOA,1035831,3660476
m-ACO,1003001,421628
SMS-EMOA,1006182,3420860
SMS-EMOA,1028172,6056195
NSGA-II,1013085,2654502
m-ACO,1002566,3810673
NOOP,1037222,8834
SMS-EMOA,1006623,5722362
NOOP,1002079,3787
m-ACO,1012519,272341
SMS-EMOA,1006476,6058743
SMS-EMOA,1003428,4609340
m-ACO,1005445,461572
NOOP,1000738,7979
SMS-EMOA,1007694,4526613
SMS-EMOA,1004951,5570259
m-ACO,1005029,406898
NSGA-II,1008408,2828648
SMS-EMOA,1003389,4492342
NSGA-II,1012032,2569757
m-ACO,1004122,173643
NOOP,1041879,8348
m-ACO,1002521,1930685
NSGA-II,1003082,3237914
m-ACO,1003046,398321
SMS-EMOA,1039397,3420152
m-ACO,1013039,404448
NSGA-II,1002260,3432037
NSGA-II,1003723,2176914
m-ACO,1012132,424507
m-ACO,1021465,380641
SMS-EMOA,1001041,1245569
SMS-EMOA,1000502,2161620
NOOP,1002224,5789
SMS-EMOA,1031637,8304214
m-ACO,1002451,18722450
NOOP,1002231,6422
SMS-EMOA,1002825,4595833
NSGA-II,1025273,4991106
m-ACO,1003136,4219900
NSGA-II,1040960,5517580
SMS-EMOA,1021465,4740160
SMS-EMOA,1010750,4117527
SMS-EMOA,1013895,4813377
NOOP,1006102,5094
m-ACO,1014441,356094
NSGA-II,1035021,6340243
NOOP,1011545,2994
NOOP,1003938,4824
NSGA-II,1005657,5239490
NSGA-II,1004314,2893417
NOOP,1011550,2933
m-ACO,1005159,265705
m-ACO,1008310,5066276
NSGA-II,1002994,2427327
NSGA-II,1000312,3281832
NOOP,1004192,6172
NOOP,1003759,7883
NOOP,1009423,3552
NOOP,1009436,230040
NOOP,1004187,5698
NSGA-II,1025768,4715278
NSGA-II,1013924,1815693
SMS-EMOA,1000019,1693080
SMS-EMOA,1004504,5307962
NSGA-II,1036410,7904595
NSGA-II,1003238,3271551
SMS-EMOA,1022054,5626945
NOOP,1012531,7787
NSGA-II,1028296,4754290
NSGA-II,1003599,2161426
SMS-EMOA,1012622,5116386
SMS-EMOA,1013361,4919495
NSGA-II,1007084,3968459
SMS-EMOA,1008218,4368970
NSGA-II,1009450,2958418
SMS-EMOA,1005909,5433671
SMS-EMOA,1000957,1644069
SMS-EMOA,1003692,3085379
NSGA-II,1027301,4551457
NOOP,1001245,4420
SMS-EMOA,1003133,4682331
SMS-EMOA,1002470,4296690
NSGA-II,1012288,3021606
m-ACO,1048087,482103
NOOP,1024287,8330
m-ACO,1009707,269879
NOOP,1013788,8609
m-ACO,1007094,387802
m-ACO,1002999,3882690
SMS-EMOA,1003366,4946622
NOOP,1003511,4924
SMS-EMOA,1002184,4038292
NOOP,1003504,4418
SMS-EMOA,1006499,5308051
NSGA-II,1008346,3022026
NOOP,1011979,5372
NSGA-II,1005857,7624810
SMS-EMOA,1017429,7544148
NSGA-II,1000809,845421
SMS-EMOA,1013134,4793404
SMS-EMOA,1047912,5103484
SMS-EMOA,1045394,5126615
NSGA-II,1006033,6027479
SMS-EMOA,1017388,8270368
m-ACO,1001497,4070763
NSGA-II,1035980,6337614
NOOP,1004837,3341
SMS-EMOA,1007894,4493951
SMS-EMOA,1004751,6284404
m-ACO,1000080,2267762
SMS-EMOA,1005212,6325766
NOOP,1004822,2836
NOOP,1001018,5367
SMS-EMOA,1029864,5157644
NSGA-II,1021020,2536946
NSGA-II,1011656,2803166
NSGA-II,1010315,2699379
NSGA-II,1003923,2185379
m-ACO,1012896,468921
SMS-EMOA,1015040,3439738
NSGA-II,1048561,2177300
NSGA-II,1000147,3092041
NSGA-II,1001404,947523
SMS-EMOA,1008903,4919608
m-ACO,1047303,193303
NOOP,1010988,4780
m-ACO,1007588,6159302
SMS-EMOA,1000889,1551165
NOOP,1004593,5967
NOOP,1009022,8037
SMS-EMOA,1019376,3397672
m-ACO,1001075,1644528
m-ACO,1005873,388586
NSGA-II,1013615,1829647
NSGA-II,1017308,2543857
m-ACO,1007476,6333135
SMS-EMOA,1009685,13093695
NSGA-II,1006419,4055344
m-ACO,1002917,447154
NSGA-II,1002104,3347049
NSGA-II,1003447,2168668
m-ACO,1006111,380183
NOOP,1001644,5083
SMS-EMOA,1005638,5610734
SMS-EMOA,1033874,3915674
m-ACO,1006061,389473
SMS-EMOA,1005199,5460068
NSGA-II,1008983,2825829
SMS-EMOA,1001484,1332252
m-ACO,1001569,1408627
SMS-EMOA,1010434,5732734
SMS-EMOA,1011177,4693930
m-ACO,1011516,8797791
NSGA-II,1005292,2598398
NSGA-II,1007814,4007075
SMS-EMOA,1014129,4726175
NOOP,1005562,10827
m-ACO,1000462,2448030
m-ACO,1048552,404367
SMS-EMOA,1012913,6889583
m-ACO,1010071,2404172
NSGA-II,1005533,1711173
m-ACO,1005903,390956
m-ACO,1001105,1986358
NSGA-II,1035110,7701605
m-ACO,1024405,415969
NOOP,1008963,5669
m-ACO,1002820,3915337
m-ACO,1006026,479106
NSGA-II,1005766,8495578
NSGA-II,1004225,1683569
m-ACO,1013954,431456
NSGA-II,1000738,872369
SMS-EMOA,1011483,5488051
NOOP,1012880,7063
m-ACO,1030810,413230
NOOP,1007223,4108
NOOP,1012895,7995
SMS-EMOA,1011322,4401266
NSGA-II,1011029,2650232
m-ACO,1001142,2032601
m-ACO,1000049,1976077
m-ACO,1010036,5953202
NOOP,1043558,8147
NSGA-II,1011788,2818869
SMS-EMOA,1001170,1473633
SMS-EMOA,1000433,1480711
NSGA-II,1009934,2735389
NOOP,1003110,5407
NSGA-II,1042576,1577844
NOOP,1045377,7997
m-ACO,1010146,9042106
m-ACO,1009789,6880333
m-ACO,1005834,345697
m-ACO,1000139,9752737
NSGA-II,1003612,3288057
m-ACO,1001032,469227
NSGA-II,1005989,2961925
NOOP,1012378,45433
NSGA-II,1032286,5567255
m-ACO,1011421,8789833
SMS-EMOA,1009371,4526784
SMS-EMOA,1017256,7570531
m-ACO,1000555,8685296
m-ACO,1013824,499905
m-ACO,1007431,3265642
m-ACO,1024119,364011
NOOP,1013871,8141
NSGA-II,1011967,2809169
SMS-EMOA,1003519,3048188
NOOP,1000067,6677
NSGA-II,1022259,2542552
NSGA-II,1039320,6157977
NOOP,1035229,8753
NSGA-II,1008015,2828469
NOOP,1000072,3264
NOOP,1005848,5918
m-ACO,1008073,4993438
SMS-EMOA,1003035,4915095
SMS-EMOA,1002576,3932292
NSGA-II,1007623,2810772
NSGA-II,1006360,3787075
NOOP,1004354,5000
NOOP,1004341,7359
NSGA-II,1007182,2859765
SMS-EMOA,1012724,5001795
SMS-EMOA,1013267,4995407
NSGA-II,1034831,8350932
NOOP,1013713,8547
SMS-EMOA,1044584,6020636
SMS-EMOA,1006925,5822337
NOOP,1010906,6094
NSGA-II,1011505,3128455
NSGA-II,1010046,2775117
SMS-EMOA,1034274,3581562
NSGA-II,1020191,2537979
SMS-EMOA,1004402,6010863
NSGA-II,1013822,3021516
m-ACO,1009464,3654215
NSGA-II,1000214,953443
NSGA-II,1001757,3262030
NSGA-II,1002892,3272404
NSGA-II,1004709,1678183
NOOP,1001083,4953
NOOP,1006648,3875
NSGA-II,1048632,2088556
m-ACO,1009008,3612668
NOOP,1024041,7705
m-ACO,1006690,419088
NOOP,1001933,5419
NSGA-II,1049124,2110647
NOOP,1001926,7579
SMS-EMOA,1015146,5145359
NSGA-II,1003825,2159502
m-ACO,1017388,397322
NSGA-II,1001502,3298867
NOOP,1004109,6651
SMS-EMOA,1001609,1045347
SMS-EMOA,1005314,5728809
SMS-EMOA,1007992,4909763
m-ACO,1008144,6320471
NSGA-II,1011750,2670857
NSGA-II,1012895,1720312
m-ACO,1001398,5718030
m-ACO,1000293,10278980
NSGA-II,1021126,2547345
NOOP,1035061,8089
m-ACO,1009423,3431453
m-ACO,1001684,1947656
NSGA-II,1029486,4768861
NOOP,1011052,5244
NOOP,1041683,8943
NSGA-II,1005951,5994114
m-ACO,1009553,3411147
SMS-EMOA,1045533,5674911
NOOP,1014868,8529
SMS-EMOA,1010856,4245002
NOOP,1006400,3584
NSGA-II,1007476,2981033
NSGA-II,1006135,7194330
SMS-EMOA,1003260,4599896
SMS-EMOA,1002723,4447872
NSGA-II,1021868,2508979
SMS-EMOA,1032155,3443750
NSGA-II,1008240,2833663
NSGA-II,1009703,1833284
NOOP,1002726,5140
NOOP,1025900,8284
SMS-EMOA,1002082,1093163
NOOP,1008449,2989
m-ACO,1028812,375267
m-ACO,1010262,10620254
SMS-EMOA,1045857,5463921
SMS-EMOA,1021607,2982445
NSGA-II,1007912,4081407
NSGA-II,1005394,2639550
NOOP,1004755,7211
NSGA-II,1001689,3437870
NOOP,1044308,8269
NOOP,1013312,8521
NSGA-II,1005435,2588752
NSGA-II,1004176,3256068
m-ACO,1000671,8519023
NSGA-II,1001128,922437
SMS-EMOA,1000760,1428847
m-ACO,1006272,380492
NSGA-II,1043366,2050758
SMS-EMOA,1001582,1565450
NOOP,1028115,9122
NOOP,1006249,3147
NOOP,1001497,5630
SMS-EMOA,1013418,4871677
SMS-EMOA,1009022,4572948
NSGA-II,1004838,2475006
m-ACO,1016711,378056
m-ACO,1007665,4816084
m-ACO,1011219,8611455
SMS-EMOA,1006614,5633198
NOOP,1008200,5269
SMS-EMOA,1002309,4423583
NOOP,1008215,5980
NSGA-II,1047894,2103906
NOOP,1022982,8278
m-ACO,1000701,8660840
NSGA-II,1009329,4241499
NSGA-II,1013713,2624613
m-ACO,1011675,462315
NSGA-II,1027478,2848668
NSGA-II,1023330,2656469
m-ACO,1016756,435286
NSGA-II,1013546,2951261
m-ACO,1006729,421820
SMS-EMOA,1004966,6679748
m-ACO,1035612,420495
NSGA-II,1040019,6726804
SMS-EMOA,1036237,3491947
SMS-EMOA,1006441,5745511
m-ACO,1017231,407623
NSGA-II,1002257,3512133
NSGA-II,1003714,2159659
m-ACO,1010739,471357
SMS-EMOA,1027287,4693532
NOOP,1026314,7955
m-ACO,1000746,2029209
m-ACO,1010355,7505376
SMS-EMOA,1010988,4507675
SMS-EMOA,1038142,3768057
m-ACO,1001221,4451610
NOOP,1016960,8056
m-ACO,1008491,3241830
NSGA-II,1032380,8012432
m-ACO,1010649,589023
NSGA-II,1014171,2610955
SMS-EMOA,1004789,5226495
SMS-EMOA,1002812,4380360
SMS-EMOA,1000294,1545013
m-ACO,1001351,4606715
NOOP,1002332,6242
NOOP,1002327,6242
NSGA-II,1009832,3068153
SMS-EMOA,1004028,3103681
NSGA-II,1015393,2860012
m-ACO,1010225,9460803
NOOP,1016298,8603
NOOP,1011453,3229
SMS-EMOA,1011585,4326576
m-ACO,1006659,499794
NSGA-II,1004323,2591442
NSGA-II,1030048,4481166
SMS-EMOA,1047725,5149600
m-ACO,1007752,6126234
NSGA-II,1034555,6530114
NOOP,1041297,8086
NOOP,1006001,3846
SMS-EMOA,1010767,4957833
NSGA-II,1004482,2779645
NOOP,1006014,4426
NSGA-II,1000484,1086272
NSGA-II,1004199,2800631
SMS-EMOA,1009983,5424965
m-ACO,1042047,252318
NOOP,1015914,8406
SMS-EMOA,1004533,5821507
SMS-EMOA,1005070,5896083
m-ACO,1009815,6968469
NOOP,1024869,8553
NOOP,1004084,3952
NOOP,1009520,2866
NOOP,1036401,8868
NOOP,1004091,5304
NSGA-II,1010177,3076938
NOOP,1012427,5287
SMS-EMOA,1012615,2748228
SMS-EMOA,1013356,4978747
NOOP,1012432,5358
NOOP,1005075,3766
NSGA-II,1001889,3166259
SMS-EMOA,1032231,3285148
SMS-EMOA,1003104,4660633
SMS-EMOA,1002447,4347226
NOOP,1001346,4020
NOOP,1006598,6590
NOOP,1001353,6096
SMS-EMOA,1000960,1514721
NSGA-II,1009467,3267025
NSGA-II,1009632,2716397
NOOP,1003407,5179
NSGA-II,1013208,2655942
NOOP,1003412,4989
NOOP,1009768,3571
SMS-EMOA,1004989,5390459
m-ACO,1008829,536571
SMS-EMOA,1003351,1762558
SMS-EMOA,1002612,4307288
m-ACO,1004794,408159
NOOP,1014040,8244
NOOP,1048829,8201
NOOP,1007734,4903
NSGA-II,1002519,3230637
m-ACO,1002397,3699654
SMS-EMOA,1022236,5773555
m-ACO,1012784,471395
NOOP,1010366,6915
SMS-EMOA,1013103,5058764
m-ACO,1042170,416691
NSGA-II,1005860,7666474
m-ACO,1013393,428280
SMS-EMOA,1001738,1810624
SMS-EMOA,1005225,5959971
m-ACO,1004288,388880
NOOP,1005228,7250
NSGA-II,1000170,998093
m-ACO,1005383,402832
m-ACO,1008959,3285440
NSGA-II,1001392,885691
SMS-EMOA,1010029,4855690
SMS-EMOA,1006084,4459625
NSGA-II,1009218,2792934
SMS-EMOA,1002599,3768116
NOOP,1014609,8505
m-ACO,1002775,3743568
m-ACO,1002319,3747526
SMS-EMOA,1018602,5806350
NOOP,1009121,7910
SMS-EMOA,1006725,5820521
SMS-EMOA,1007266,11018407
NSGA-II,1013183,2657645
NOOP,1004490,6815
SMS-EMOA,1002238,4115184
NOOP,1002947,7802
NSGA-II,1002133,3282150
NOOP,1002952,9332
SMS-EMOA,1013288,4892678
m-ACO,1040997,264012
m-ACO,1004376,4877284
NOOP,1007168,3251
SMS-EMOA,1013529,4734046
NSGA-II,1001957,3223552
NSGA-II,1002692,3290316
m-ACO,1015202,228389
SMS-EMOA,1009113,4072277
NSGA-II,1004909,2633255
NOOP,1024790,8756
m-ACO,1005761,392387
SMS-EMOA,1003994,2892921
SMS-EMOA,1000651,1046422
NOOP,1034509,8224
NOOP,1001747,4881
NOOP,1012026,4285
m-ACO,1013771,496341
m-ACO,1003362,423236
SMS-EMOA,1040938,5292611
m-ACO,1012216,474480
NOOP,1005474,4647
SMS-EMOA,1010403,4367008
m-ACO,1002269,1600318
SMS-EMOA,1013993,4865435
SMS-EMOA,1020020,7695323
NSGA-II,1006894,4006460
NSGA-II,1005751,8421181
m-ACO,1005726,377598
NOOP,1010767,39675
m-ACO,1008990,3314850
NSGA-II,1043002,2104422
NOOP,1003013,5112
NOOP,1009369,3237
NSGA-II,1009903,2746071
SMS-EMOA,1004119,3068558
SMS-EMOA,1001147,1198241
m-ACO,1003325,340094
NOOP,1014441,8462
m-ACO,1003749,4261052
NSGA-II,1014040,2668198
NOOP,1006829,6704
m-ACO,1002642,3652870
NSGA-II,1007499,3077677
m-ACO,1003255,3958506
NOOP,1005629,3254
NSGA-II,1003184,3234123
NOOP,1008398,3148
SMS-EMOA,1038073,3820682
m-ACO,1002732,1935666
NSGA-II,1002366,3192980
m-ACO,1003639,312080
SMS-EMOA,1025930,5258175
NSGA-II,1029469,4532092
NOOP,1045274,8491
m-ACO,1013646,447259
NOOP,1013967,8122
SMS-EMOA,1037645,2198891
NSGA-II,1011950,2775387
SMS-EMOA,1006570,5621027
m-ACO,1004331,195285
NOOP,1009884,3874
NOOP,1009891,5381
m-ACO,1005656,405687
NSGA-II,1013477,2672111
SMS-EMOA,1001809,1216172
NOOP,1011796,3057
SMS-EMOA,1004857,6209784
NSGA-II,1003614,3231438
NSGA-II,1002357,3443950
m-ACO,1001632,4038544
m-ACO,1008082,5171595
SMS-EMOA,1008195,4382096
m-ACO,1010746,461650
m-ACO,1009189,3358890
NOOP,1006519,3548
m-ACO,1000739,1534375
NOOP,1046144,8553
SMS-EMOA,1008634,3066505
m-ACO,1000355,9525164
NOOP,1008545,3906
NOOP,1025819,8293
SMS-EMOA,1004866,6087079
SMS-EMOA,1001838,1730128
m-ACO,1007231,4744668
SMS-EMOA,1019125,6456988
SMS-EMOA,1007002,6079343
SMS-EMOA,1006541,5757969
NSGA-II,1011961,2711545
m-ACO,1006626,390654
NSGA-II,1004223,2843644
NSGA-II,1005760,8823188
NOOP,1004005,6668
NSGA-II,1004582,2618139
SMS-EMOA,1010667,4502910
m-ACO,1007341,4661335
NOOP,1013442,8075
m-ACO,1000649,8530476
SMS-EMOA,1000394,1459072
SMS-EMOA,1002912,4608243
NOOP,1000323,3664
SMS-EMOA,1004689,6167962
m-ACO,1001742,1927359
NSGA-II,1014071,2633125
m-ACO,1011351,8494490
m-ACO,1048315,28560
m-ACO,1000225,7413465
SMS-EMOA,1001176,1380566
m-ACO,1009495,3291781
SMS-EMOA,1004128,2876036
NSGA-II,1009932,2733037
SMS-EMOA,1000660,2811749
NSGA-II,1010098,2699149
NSGA-II,1026975,4534255
NSGA-II,1015767,2831390
NSGA-II,1014224,2699067
NOOP,1002477,5049
NSGA-II,1010739,2721635
NOOP,1002462,7537
SMS-EMOA,1021707,5365007
SMS-EMOA,1046692,3285900
m-ACO,1000262,2194093
m-ACO,1001369,492064
NSGA-II,1001789,3365704
NSGA-II,1005294,2649346
m-ACO,1001705,1804699
NOOP,1006744,4482
SMS-EMOA,1010393,4774526
NOOP,1006751,4600
NSGA-II,1001028,803867
SMS-EMOA,1012915,7250806
NOOP,1005951,6332
SMS-EMOA,1018633,5706989
NOOP,1028418,8300
m-ACO,1000312,9798692
NSGA-II,1012350,3079197
NSGA-II,1009229,2792938
NOOP,1044605,8162
NOOP,1019565,7970
m-ACO,1007276,5950591
NSGA-II,1004938,2628093
NOOP,1026451,8288
SMS-EMOA,1013518,5034131
NSGA-II,1036269,6430126
SMS-EMOA,1026491,5693714
NOOP,1003486,6158
NSGA-II,1032774,8036181
NOOP,1004258,6410
NSGA-II,1003441,3262708
NSGA-II,1002102,3182075
SMS-EMOA,1007892,4268174
m-ACO,1000680,8391845
SMS-EMOA,1004757,5849130
NOOP,1040887,8558
m-ACO,1041100,405758
SMS-EMOA,1001709,1577153
NOOP,1008144,9330
NSGA-II,1047351,2027704
NSGA-II,1010313,3221029
NOOP,1006118,3530
SMS-EMOA,1041860,5170689
NSGA-II,1003925,3273601
SMS-EMOA,1010018,4971309
NSGA-II,1031274,4549170
m-ACO,1007388,4746372
m-ACO,1006283,359172
NSGA-II,1001402,847723
NSGA-II,1000141,2882635
NOOP,1003922,3701
m-ACO,1007694,3296382
NOOP,1000722,4610
SMS-EMOA,1002182,3735405
NSGA-II,1009603,3125845
NSGA-II,1041584,2054639
NOOP,1004411,3368
m-ACO,1011684,465549
SMS-EMOA,1009508,4999969
m-ACO,1009140,3210252
NSGA-II,1005851,7912173
NSGA-II,1006794,3977252
SMS-EMOA,1012471,7144562
NOOP,1004404,8094
NOOP,1013043,8955
NSGA-II,1006035,5946169
NSGA-II,1007576,2955706
m-ACO,1001297,5613578
NSGA-II,1002528,3223266
m-ACO,1040517,416079
m-ACO,1008427,3236454
SMS-EMOA,1012185,4680224
NSGA-II,1019604,2708401
NSGA-II,1006260,5788672
NOOP,1023387,8279
NOOP,1036931,8088
SMS-EMOA,1013367,4908197
NOOP,1006350,4451
NSGA-II,1007082,3999213
m-ACO,1008460,3379322
m-ACO,1032787,324927
NSGA-II,1022359,2571088
NSGA-II,1008115,3021733
SMS-EMOA,1000951,1171660
NOOP,1048744,8376
SMS-EMOA,1003694,3466352
m-ACO,1048687,480335
NOOP,1008319,10210
NOOP,1002063,3415
m-ACO,1009107,3266057
NOOP,1002076,23741
NSGA-II,1010808,2736784
SMS-EMOA,1003135,5308024
NSGA-II,1004609,2861905
NSGA-II,1002992,2199687
NSGA-II,1000314,1173697
NOOP,1019164,8338
NOOP,1003092,3666
NOOP,1004659,22036
NOOP,1003087,8066
m-ACO,1009077,3582120
NSGA-II,1010146,2715072
NSGA-II,1011405,3070820
NOOP,1012902,8119
NSGA-II,1013922,2627464
SMS-EMOA,1005041,5660494
SMS-EMOA,1004502,5467697
NOOP,1004838,3992
m-ACO,1002251,1896353
SMS-EMOA,1000504,876826
SMS-EMOA,1001047,1813244
SMS-EMOA,1004019,3467411
m-ACO,1003736,412097
SMS-EMOA,1002823,4537771
NOOP,1001002,3614
m-ACO,1012642,254057
NSGA-II,1014140,2678001
SMS-EMOA,1011215,4524714
m-ACO,1005335,497787
NOOP,1012763,7668
SMS-EMOA,1021463,6222056
NSGA-II,1004312,2868899
NSGA-II,1005651,8776460
NOOP,1047988,8237
SMS-EMOA,1043209,5552650
NOOP,1010987,5842
m-ACO,1004652,407563
NOOP,1005331,2850
NSGA-II,1030079,4522944
NSGA-II,1048588,2019537
NOOP,1013787,8463
m-ACO,1005245,394181
SMS-EMOA,1007133,5408926
SMS-EMOA,1006470,5578668
NOOP,1043143,8374
NOOP,1013792,8726
NOOP,1014159,8584
m-ACO,1004722,468266
NSGA-II,1046812,2098093
SMS-EMOA,1007692,4927336
NOOP,1011976,5134
m-ACO,1005629,407282
NOOP,1009671,3314
SMS-EMOA,1001909,1467139
m-ACO,1009994,7110301
SMS-EMOA,1008705,4933741
m-ACO,1031676,351908
m-ACO,1002321,1758231
NSGA-II,1002266,3387493
NOOP,1007638,5441
m-ACO,1003646,4266123
NOOP,1032463,8208
SMS-EMOA,1025830,5125914
NSGA-II,1032645,8108936
SMS-EMOA,1017695,7251124
SMS-EMOA,1038326,3643202
m-ACO,1004309,425162
NOOP,1000943,19087
SMS-EMOA,1009013,5206831
m-ACO,1005202,450664
NSGA-II,1002792,3253629
NSGA-II,1001857,3343201
NOOP,1000956,3607
NSGA-II,1012261,3045028
SMS-EMOA,1002499,4314748
NOOP,1006494,6985
m-ACO,1003601,421915
m-ACO,1012775,457893
m-ACO,1002366,3613978
SMS-EMOA,1006625,5480982
m-ACO,1013212,432259
NOOP,1038544,8314
NSGA-II,1001119,847134
SMS-EMOA,1012824,7205463
m-ACO,1003771,427370
NSGA-II,1004147,2132567
NSGA-II,1005404,2560469
m-ACO,1043596,406537
m-ACO,1012269,392914
m-ACO,1002216,2079033
NSGA-II,1010608,2769702
m-ACO,1004615,469397
NOOP,1003743,4368
NOOP,1004188,3715
NOOP,1024965,8516
m-ACO,1005372,97067
SMS-EMOA,1000751,1434239
SMS-EMOA,1001212,1184767
NOOP,1014304,8623
SMS-EMOA,1003894,2032354
NSGA-II,1026844,4937254
NOOP,1012362,6574
NSGA-II,1006104,5879560
m-ACO,1012397,408919
NSGA-II,1002419,3477068
m-ACO,1002784,3701635
NOOP,1005730,6787
NOOP,1005725,4480
NOOP,1022903,7680
NSGA-II,1005960,5929996
SMS-EMOA,1012540,5180021
m-ACO,1047802,871041
NSGA-II,1009732,2739637
m-ACO,1004387,399199
NOOP,1009988,7730
NOOP,1016044,8373
NOOP,1001403,8235
SMS-EMOA,1003251,4686164
NOOP,1001416,5191
NSGA-II,1001533,3283756
NSGA-II,1000070,1934551
SMS-EMOA,1008834,4629481
NOOP,1028194,8169
NOOP,1038318,8974
NOOP,1007239,3495
